com/mojang/blaze3d/Blaze3D.java	unvisited	
com/mojang/blaze3d/GLFWErrorCapture.java	unvisited	
com/mojang/blaze3d/GLFWErrorScope.java	unvisited	
com/mojang/blaze3d/GpuOutOfMemoryException.java	unvisited	
com/mojang/blaze3d/GraphicsWorkarounds.java	unvisited	
com/mojang/blaze3d/ProjectionType.java	unvisited	
com/mojang/blaze3d/TracyBootstrap.java	unvisited	
com/mojang/blaze3d/TracyFrameCapture.java	unvisited	
com/mojang/blaze3d/audio/AbstractDeviceTracker.java	unvisited	
com/mojang/blaze3d/audio/CallbackDeviceTracker.java	unvisited	
com/mojang/blaze3d/audio/Channel.java	unvisited	
com/mojang/blaze3d/audio/DeviceList.java	unvisited	
com/mojang/blaze3d/audio/DeviceTracker.java	unvisited	
com/mojang/blaze3d/audio/Library.java	unvisited	
com/mojang/blaze3d/audio/Listener.java	unvisited	
com/mojang/blaze3d/audio/ListenerTransform.java	unvisited	
com/mojang/blaze3d/audio/OpenAlUtil.java	unvisited	
com/mojang/blaze3d/audio/PollingDeviceTracker.java	unvisited	
com/mojang/blaze3d/audio/SoundBuffer.java	unvisited	
com/mojang/blaze3d/audio/package-info.java	unvisited	
com/mojang/blaze3d/buffers/GpuBuffer.java	unvisited	
com/mojang/blaze3d/buffers/GpuBufferSlice.java	unvisited	
com/mojang/blaze3d/buffers/GpuFence.java	unvisited	
com/mojang/blaze3d/buffers/Std140Builder.java	unvisited	
com/mojang/blaze3d/buffers/Std140SizeCalculator.java	unvisited	
com/mojang/blaze3d/buffers/package-info.java	unvisited	
com/mojang/blaze3d/font/GlyphBitmap.java	unvisited	
com/mojang/blaze3d/font/GlyphInfo.java	unvisited	
com/mojang/blaze3d/font/GlyphProvider.java	unvisited	
com/mojang/blaze3d/font/SpaceProvider.java	unvisited	
com/mojang/blaze3d/font/TrueTypeGlyphProvider.java	unvisited	
com/mojang/blaze3d/font/UnbakedGlyph.java	unvisited	
com/mojang/blaze3d/font/package-info.java	unvisited	
com/mojang/blaze3d/framegraph/FrameGraphBuilder.java	unvisited	
com/mojang/blaze3d/framegraph/FramePass.java	unvisited	
com/mojang/blaze3d/framegraph/package-info.java	unvisited	
com/mojang/blaze3d/opengl/BufferStorage.java	unvisited	
com/mojang/blaze3d/opengl/DirectStateAccess.java	unvisited	
com/mojang/blaze3d/opengl/GlBackend.java	unvisited	
com/mojang/blaze3d/opengl/GlBuffer.java	unvisited	
com/mojang/blaze3d/opengl/GlCommandEncoder.java	unvisited	
com/mojang/blaze3d/opengl/GlConst.java	unvisited	
com/mojang/blaze3d/opengl/GlDebug.java	unvisited	
com/mojang/blaze3d/opengl/GlDebugLabel.java	unvisited	
com/mojang/blaze3d/opengl/GlDevice.java	unvisited	
com/mojang/blaze3d/opengl/GlFence.java	unvisited	
com/mojang/blaze3d/opengl/GlProgram.java	unvisited	
com/mojang/blaze3d/opengl/GlRenderPass.java	unvisited	
com/mojang/blaze3d/opengl/GlRenderPipeline.java	unvisited	
com/mojang/blaze3d/opengl/GlSampler.java	unvisited	
com/mojang/blaze3d/opengl/GlShaderModule.java	unvisited	
com/mojang/blaze3d/opengl/GlStateManager.java	unvisited	
com/mojang/blaze3d/opengl/GlTexture.java	unvisited	
com/mojang/blaze3d/opengl/GlTextureView.java	unvisited	
com/mojang/blaze3d/opengl/GlTimerQuery.java	unvisited	
com/mojang/blaze3d/opengl/Uniform.java	unvisited	
com/mojang/blaze3d/opengl/VertexArrayCache.java	unvisited	
com/mojang/blaze3d/opengl/package-info.java	unvisited	
com/mojang/blaze3d/package-info.java	unvisited	
